OBJECTID,SCH_GUID,COUNTYCODE,COUNTY,DIST_CODE,DIST_NAME,SCHOOLCODE,SCHOOLTYPE,SCHOOL,SCHOOLNAME,X,Y,SOURCE
128,eb31352d-8764-49df-b6c1-1626a6a17ddd,80,ESSEX,6020,Pride Academy Charter School District,985,GRADES 5-8,Pride Academy Charter School,Pride Academy Charter School,569963.0748,699466.3093,CHARTER
129,df12866a-2591-4d28-9c3d-c8718bb0de70,80,HUDSON,6093,Jersey City Global Charter School,981,GRADES K-5,Jersey City Global Charter School,Jersey City Global Charter School,616205.233,699668.0894,CHARTER
130,d6a95252-4f0e-4f81-b6bf-0954b523edfd,80,ESSEX,6058,Roseville Community Charter School,939,GRADES K-4,Roseville Community Charter School,Roseville Community Charter School,576962.2363,699803.0708,CHARTER
131,9b50d78a-1bba-4a83-b045-91b7a90e8f99,80,ESSEX,7730,Robert Treat Academy Charter School,970,ELEMENTARY,Robert Treat Academy Charter School,Robert Treat Academy Charter School-North Campus,582964.7837,703998.0289,
132,24ceade3-76aa-44aa-8536-6a9db66b4ba3,80,ESSEX,7735,Maria L. Varisco-Rogers Charter School,975,CHARTER HIGH SCHOOL,Maria Varisco Rogers Charter School,Maria L. Varisco-Rogers Charter School,585049.3983,707350.9599,CHARTER
133,06381877-78c2-4550-a13a-d2552d622759,80,WARREN,7727,Ridge And Valley Charter School,900,GRADES K-8,Ridge and Valley Charter School,Ridge And Valley Charter School,371690.1416,780728.3699,CHARTER
134,282f0e72-dfb0-477c-b20c-beab8ed945cd,30,OCEAN,1017,Lakewood Twp,33J,SPECIAL NEEDS,"Special Children'S Center, The",The Special Children's Center,565773.055,451277.4264,PRIVATE
135,f05d1996-059b-4dff-85cc-af1134868d7b,32,PASSAIC,1046,Clifton City,59J,,Today'S Learning Center,Today'S Learning Center,587603.5845,735701.7073,PRIVATE
136,39698d65-27de-46ea-84a4-702a6733ad1a,40,UNION,8308,Mountainside Boro,1,SPECIAL NEEDS,"Arc Kohler School, The",The Arc Kohler School,536608.3863,672189.1139,PRIVATE
137,c2812719-7d94-44c3-b0d2-38873d583ecc,10,CAPE MAY,294,North Wildwood City,69C,,Central Bible Academy,Central Bible Academy,405849.2452,60080.49588,PRIVATE
138,82559dcd-580c-47c6-90aa-e6fe58a77f0e,26,MONMOUTH,8298,Ocean Twp,1,SPECIAL NEEDS,Search Day Program,Search Day Program,625387.1192,514013.9177,PRIVATE
139,f65aca12-3d4d-4f61-a233-bfc2fc139812,36,SOMERSET,1182,Somerset Hills Regional,82K,,School Of Saint Elizabeth,School Of Saint Elizabeth,472287.6494,688936.4737,PRIVATE
140,85ede2d1-cdea-4a98-bde6-8938fdc6982c,4,BERGEN,61,Hackensack City,56A,COMBINED ELEMENTARY AND SECONDARY SCHOOL,Bergen County Christian Academy,Bergen County Christian Academy,618627.8656,750161.8339,PRIVATE
141,ce70650b-6f17-4565-b39c-8b16d3545ff8,4,BERGEN,76,Mahwah Twp,70A,KINDERGARTEN SCHOOL,APPLE MONTESSORISCHOOL OF MAHWAH,Apple Montessori School Of Mahwah,588163.2044,823697.2475,PRIVATE
142,4c595dda-2f03-4753-b19b-0281dad32572,4,BERGEN,77,Mahwah Twp,71A,MIDDLE SCHOOL,Sage Alliance - Mahwah,Sage Alliance - Mahwah,579293.3052,817712.7969,PRIVATE
143,a90adfae-d0fc-4ac5-a6d5-e4ca4b8ce729,4,BERGEN,81,Midland Park Boro,74A,KINDERGARTEN SCHOOL,Green Twig School,Green Twig School,591244.4053,784147.2754,PRIVATE
144,6e4bb86d-cbc3-4749-94eb-5219056334a7,4,BERGEN,99,Oakland Boro,92A,KINDERGARTEN SCHOOL,Kids Interactive Day School,Kids Interactive Day School,561621.9507,791401.6146,PRIVATE
145,37425bb2-e305-4c5c-b852-a8efde6a6b53,4,BERGEN,95,Oakland Boro,87A,KINDERGARTEN SCHOOL,Kradle 2 Kindergarten,Kradle 2 Kindergarten,562586.3284,790303.9419,PRIVATE
146,da4c3f2a-b06e-4e95-8a08-9447374f4ad4,4,BERGEN,119,Paramus Boro,11B,ELEMENTARY SCHOOL,Ben Porat Yosef,Ben Porat Yosef,616223.5856,759424.0568,PRIVATE
147,361df7f5-c0ca-42fa-8b32-50edc9c0b843,4,BERGEN,113,River Edge Boro,05B,SPECIAL ELEMENTARY SCHOOL FOR HANDICAPPED,Sinai School At Rynj,Sinai School At Rynj,620973.8281,764263.1495,PRIVATE
148,b7a208c8-48f6-48f8-afc2-f3a3790ded3c,4,BERGEN,137,Rochelle Park Twp,26B,SPECIAL HIGH SCHOOL FOR HANDICAPPED,Sage Alliance - Rochelle Park,Sage Day School At Rochelle Park,608878.3913,755068.9438,PRIVATE
149,ea301e1c-dd3f-468e-89de-45aeddec9b3d,4,BERGEN,116,Paramus Boro,08B,KINDERGARTEN SCHOOL,Turrell Child Care And Early Learning,Turrell Child Care & Early Learning,609912.2489,764980.4352,PRIVATE
150,3bd4f940-b723-456a-839e-f2f54027f095,4,BERGEN,121,Paramus Boro,12B,ELEMENTARY SCHOOL,Yeshivat Noam School,Yeshivat Noam School,609202.9668,764505.3351,PRIVATE
151,feb0d029-2691-4f86-974f-e636463caafc,4,BERGEN,134,River Edge Boro,23B,KINDERGARTEN SCHOOL,Stepping Stone Learning Center,Stepping Stone Learning Center,620173.1962,760228.8964,PRIVATE
152,4e294f3c-dafd-4901-bb95-6677c7946c36,4,BERGEN,143,Saddle Brook Twp,32B,NURSERY/PRE-SCHOOL,Tutor Time Saddle Brook,Tutor Time Saddle Brook,600909.4762,756646.3239,PRIVATE
153,21e940fd-b562-49cc-8395-4f99bc98939c,4,BERGEN,157,Tenafly Boro,45B,NURSERY/PRE-SCHOOL,"Montessori House School, The",The Montessori House School,636603.8913,763044.9049,PRIVATE
154,ea3b4b4b-6ebd-4995-83fb-6f000fd5ad57,6,BURLINGTON,207,Mount Laurel Twp,91B,NURSERY/PRE-SCHOOL,"Goddard School Of Mt. Laurel, The",The Goddard School Of Mt. Laurel,380779.8226,412993.3445,PRIVATE
155,4aea5905-211c-491c-864c-19e1f619c8b5,14,ESSEX,314,Belleville Town,88C,NURSERY/PRE-SCHOOL,Sandy Lane Nursery School,Sandy Lane Nursery School,582166.6583,713207.7024,PRIVATE
156,4d6c150d-3b43-4e75-aa14-a09eb490cafe,14,ESSEX,316,Bloomfield Twp,90C,ELEMENTARY SCHOOL,Jxg Inc. Looking Glass Children'S Center,Looking Glass Child Center,578525.1233,730135.3283,PRIVATE
157,9bd0fe55-f139-4780-b0e6-4638dcd6ecc2,14,ESSEX,355,Millburn Twp,26D,NURSERY/PRE-SCHOOL,"Montessori Childrens Academy Of Short Hills, The",Montessori Childrens Academy,540185.4388,694792.3508,PRIVATE
158,e418ad15-e7e1-46c5-a94c-fe3f214e0ebd,14,ESSEX,368,Newark City,39D,NURSERY/PRE-SCHOOL,"Precious Littles Early Childhood Development Center, Inc.",Precious Littles Center,565749.3323,696704.7262,PRIVATE
159,127d039a-04f9-4a0f-8802-dd1d6faaa355,18,HUDSON,483,Jersey City,45E,ELEMENTARY SCHOOL,Waterfront Montessori,Waterfront Montessori,619693.2204,684753.1931,PRIVATE
160,3b783a95-cf7b-450b-84d2-674a147c3eb1,24,MIDDLESEX,599,Edison Twp,54F,PRESCHOOL,Apple Montessori School Of Edison,Apple Montessori School,531332.7,612695.3998,PRIVATE
161,d20c6220-f8ae-41dd-8261-7801b2f3ba7e,24,MIDDLESEX,613,Edison Twp,65F,PRESCHOOL,Little Flower Montessori School,Little Flower Montessori School,515916.2305,614668.7364,PRIVATE
162,6f9f4cbd-3126-45e5-b18d-1767f46cf515,24,MIDDLESEX,633,North Brunswick Twp,83F,"PRESHOOL, KINDERGARTEN",Keyboard Kids Preschool,Keyboard Kids Preschool & Kindergarten,492088.1315,590086.4539,PRIVATE
163,3b86f7fb-2567-41b7-acb9-fbd09f3bba5d,24,MIDDLESEX,635,North Brunswick Twp,85F,DAY CARE & LEARNING CENTER,Kiddie Kingdom Childcare,Kiddie Kingdom Learning Center,496147.584,583353.2282,PRIVATE
164,60dbcbb0-1043-4f50-8d62-23bac72263ab,24,MIDDLESEX,644,Old Bridge Twp,93F,KINDERGARTEN SCHOOL,Goddard School Of Old Bridge,Goddard School Of Old Bridge,532134.2801,562229.528,PRIVATE
165,22e174c9-1b6e-4cab-b8ed-58d4945518dc,24,MIDDLESEX,650,Old Bridge Twp,99F,,Icob Academy,Icob Academy,564816.2308,589246.7381,PRIVATE
166,06ceea8c-fb9d-43da-952b-d7319a444bc6,24,MIDDLESEX,682,Spotswood Boro,29G,KINDERGARTEN SCHOOL,Bright Horizons At Spotswood,Bright Horizons At Spotswood,523630.6786,568643.5824,PRIVATE
167,4c575c1d-754c-4fba-8bb6-4058363b5f5c,24,MIDDLESEX,684,Woodbridge Twp,31G,NURSERY/PRE-SCHOOL,Alphabet Academy,Alphabet Academy,544656.8059,643677.4579,PRIVATE
168,33d8ba5d-4210-4865-b6b8-ab838e02f961,24,MIDDLESEX,691,Woodbridge Twp,39G,KINDERGARTEN SCHOOL,Kidsport Academy,Kidsport Academy,547367.4186,622879.3362,PRIVATE
169,653f2f9b-5c11-4b5a-a97a-7893d70002a2,26,MONMOUTH,764,Marlboro Twp,02H,ELEMENTARY SCHOOL,Shalom Torah Academy #2,Shalom Torah Academy #2,552105.268,553502.1793,PRIVATE
170,595bcf71-a2db-4e01-b11a-2c4b09eba26a,26,MONMOUTH,755,Marlboro Twp,93G,KINDERGARTEN SCHOOL,"Goddard School Of Morganville, The","Goddard School Of Morganville, The",546660.7769,553715.1766,PRIVATE
171,1dd1f138-cf03-4c30-a363-d62226874eb0,26,MONMOUTH,767,Marlboro Twp,05H,NURSERY/PRE-SCHOOL,"Goddard School Of Marlboro, The",The Goddard School Of Marlboro,563026.924,538921.3774,PRIVATE
172,50604b49-297e-41ca-93b5-8f67766f8737,26,MONMOUTH,814,Upper Freehold Regional,49H,NURSERY/PRE-SCHOOL,Kiddie Academy Of Upper Freehold,Kiddie Academy Of Upper Freehold,489612.3766,490392.691,PRIVATE
173,fcb9e36d-e06f-4984-8a01-67ac74671cf1,26,MONMOUTH,815,Upper Freehold Regional,50H,SIX-YEAR HIGH SCHOOL,NJ United Christian Academy,NJ United Christian Academy,483246.0166,464817.8567,PRIVATE
174,a4c84b2c-e321-4de6-a87c-ec6ed9852022,28,MORRIS,834,Boonton Town,67H,KINDERGARTEN SCHOOL,Alphabetland / Amer Islamic Academy,Alphabetland / Amer Islamic Academy,517546.781,752569.085,PRIVATE
175,a140e4c3-efb9-40a8-a11e-2b63486ede58,28,MORRIS,1337,Montville Twp,00L,,Abc's Of Learning,Abc's Of Learning,535453.1596,766360.0315,PRIVATE
176,e1174122-2f2f-47ab-a35b-757a9ab35cda,4,BERGEN,53,Franklin Lakes Boro,49A,,Academy Of The Most Blessed Sacrament,Most Blessed Sacrament School,572049.9253,787403.4359,PRIVATE
177,c4aadc6e-3a43-4312-af8e-aff6f9208e1f,28,MORRIS,906,Randolph Township School District,34I,KINDERGARTEN SCHOOL,Little Promises Academy,Little Promises Academy,457485.1449,738632.164,PRIVATE
178,f317ae63-f71c-4e71-a6c1-78311943d98d,28,MORRIS,908,Randolph Twp,36I,KINDERGARTEN SCHOOL,"Goddard School Of Randolph, The",The Goddard School Of Randolph,457879.5808,737478.9888,PRIVATE
179,7c419c0b-7d73-4742-a5aa-3f0cb4e8e020,28,MORRIS,913,Rockaway Twp,40I,,Chabad Early Learning Center,Chabad Early Learning Center,489154.5963,760250.6549,PRIVATE
180,484d4f8d-0bd9-4340-83b2-cf474225a494,28,MORRIS,917,Roxbury Twp,44I,NURSERY/PRE-SCHOOL/KINDERGARTEN,Little Learner Academy,Little Learner Academy,491706.6214,757587.6235,PRIVATE
181,3456c43b-69bb-407e-8343-fef329e09973,28,MORRIS,916,Roxbury Twp,43I,KINDERGARTEN SCHOOL,Morris Cty Educare & Enrichment Ctr,Morris Cty Educare & Enrichment Center,451890.79,741203.0802,PRIVATE
182,d3a41b0f-648a-4840-98d5-e7a2470d2c38,28,MORRIS,837,School District Of The Chathams,70H,ELEMENTARY SCHOOL,Chatham Day School,Chatham Day School,510384.6851,698102.5381,PRIVATE
183,b6450d1b-de82-41cc-840a-a2d34a547042,28,MORRIS,839,School District Of The Chathams,72H,ELEMENTARY SCHOOL,"Montessori Children's Academy, The",The Montessori Children's Academy,524237.4927,695062.1846,PRIVATE
184,23666e75-91a0-4701-8988-27d68d3d83b2,32,PASSAIC,1369,Passaic City,01T,ELEMENTARY SCHOOL,Mesivta Of North Jersey,Mesivta Of North Jersey,595007.2554,736382.0655,PRIVATE
185,cbb9d304-efcd-463b-966f-205c96f8d04e,38,SUSSEX,1207,Sparta Twp,07L,FOUR-YEAR HIGH SCHOOL,Veritas Christian Academy,Veritas Christian Academy,450085.3097,815565.3901,PRIVATE
186,2cbd550a-e37a-4c2a-b0c4-7946a8a5bf0c,40,UNION,1214,Berkeley Heights Twp,13L,NURSERY/PRE-SCHOOL,Diamond Hill Montessori School,Diamond Hill Montessori School,517214.3781,671577.286,PRIVATE
187,7653faa2-7e22-4286-99bf-b32e55ddd86e,40,UNION,1241,New Providence Boro,39L,NURSERY/PRE-SCHOOL,Saint Andrew'S Preschool And Kindergarten,Saint Andrew'S Preschool And Kindergarten,519691.469,677417.0148,PRIVATE
188,b4257685-e520-43f7-b1e1-4ccb90cb0c0b,40,UNION,1275,Long Hill Twp ,68L,NURSERY/PRE-SCHOOL,Hudsonway Immersion School,HudsonWay Immersion School,493738.119,671043.5361,PRIVATE
189,2a4afe7b-47d8-4fbb-b700-4e90781bd298,40,UNION,1283,Westfield Town,75L,NURSERY/PRE-SCHOOL,Presbyterian Nursery School & Kind.,Presbyterian Nursery School & Kindergarten,534389.0895,663335.7572,PRIVATE
190,e0e8da74-2664-4793-9dc4-bd077f6d4b4b,40,UNION,1286,Westfield Town,78L,KINDERGARTEN SCHOOL,Saint Paul'S Day School,Saint Paul'S Day School,535067.5793,663250.7236,PRIVATE
191,6865f9b4-8a78-4f29-91ef-4e87933db700,40,UNION,1288,Westfield Town,80L,NURSERY/PRE-SCHOOL,Temple Emanuel Early Child Ed Pgm,Temple Emanuel Early Child Education Program,537062.9051,665591.5303,PRIVATE
192,1658c9ab-a051-44c0-9a50-edb30b9dcb48,42,WARREN,1296,Washington Boro,87L,KINDERGARTEN SCHOOL,Washington Kid Care & Learning Center,Washington Kid Care & Learning Center,359787.0805,701813.4673,PRIVATE
193,f67bacda-4b06-4ef3-a498-7aaec41ac34d,4,BERGEN,94,Oakland Boro,86A,COMBINED ELEMENTARY AND SECONDARY SCHOOL,Barnstable Academy,Barnstable Academy,561621.9507,791401.6146,PRIVATE
194,06983d0a-abb4-41db-9b71-c26c8456cda6,8,CAMDEN,1806,Camden City,06D,,Muhammad University Of Islam No 20,Muhammad University Of Islam No 20,322692.5513,401061.1263,PRIVATE
195,47f38e81-00c2-4b7b-887d-04d1d21128c9,4,BERGEN,96,Oakland Boro,88A,,"New Jersey Japanese School, The",New Jersey Japanese School,567493.7586,799969.1309,PRIVATE
196,e870d63c-df78-46d6-b623-6e1e789ae66f,4,BERGEN,97,Oakland Boro,89A,,Our Lady Of Perpetual Help Early Childhood School,Our Lady Of Perpetual Help,567422.6655,799975.1995,PRIVATE
197,adcf64b4-9c63-4c4d-bc7c-915c8b6cc8cc,4,BERGEN,102,Oradell Boro,94A,,Saint Joseph School,Saint Joseph School,623103.689,771381.528,PRIVATE
198,71e96731-9e99-4006-9fbe-6e1fd3619569,4,BERGEN,105,Paramus Boro,97A,,"Frisch School, The",The Frisch School,608044.1273,765372.7267,PRIVATE
199,5ac6924d-77dd-4dbe-8de9-dd509960c123,4,BERGEN,126,Ramsey Boro,16B,,"Learning Experience, The",The Learning Experience,593241.5568,812601.4315,PRIVATE
200,4c73e5b7-ccfe-44cc-bcbf-7e8f218f1a72,4,BERGEN,131,Ridgewood Village,20B,PRESCHOOL,Little Crane Montessori School,Little Crane Montessori School,598673.8579,782782.4376,PRIVATE
201,200305e4-f091-42f1-9835-ffa0456c96a8,4,BERGEN,136,River Edge Boro,25B,,Yeshiva Of North Jersey,Yeshiva Of North Jersey,620973.8281,764263.1495,PRIVATE
202,f1af94aa-f1f7-4dca-aeba-2e58e4e8d98e,32,PASSAIC,1089,Wayne Twp,98J,,Immaculate Heart Of Mary,Immaculate Heart Of Mary,560519.4047,770634.0744,PRIVATE
203,79e5628c-de01-4502-8c47-52dfb71da908,32,BERGEN,147,Wayne Twp,36B,,Ief-Al-Ghazaly Jr/Sr High School,Ief-Al-Ghazaly High School,555362.6949,779298.2576,PRIVATE
204,062b6b2c-fa4c-4dca-94c4-f4e3108cae48,4,BERGEN,149,Teaneck Twp,38B,,Ma'Ayanot Yeshiva High School,Ma'Ayanot School,629945.0165,755777.7337,PRIVATE
205,d38ef9ba-98f4-40e8-9583-6a90f118f81f,4,BERGEN,154,Teaneck Twp,42B,,Sinai Schools,Sinai Schools,629738.9592,754861.6847,PRIVATE
206,1a7e2db4-1dce-4e4e-b510-07d8321c19a2,4,BERGEN,159,Tenafly Boro,47B,,"Spring School, The",The Spring School,641734.5474,765914.1052,PRIVATE
207,fdaac62c-7fcc-444d-86cc-7d2f3cd6e16e,4,BERGEN,161,Waldwick Boro,49B,,"Village School , Inc., The",Village School For Children,594487.5179,793856.1914,PRIVATE
208,6bf3b2f0-fb8b-4f6f-bfb8-fb1808a0854f,4,BERGEN,162,Waldwick Boro,50B,,Waldwick Seventh Day Adventist,Waldwick Seventh Day Adventist,595352.1861,792488.121,PRIVATE
209,fcac477b-8c09-446e-b4c8-f7fffb82f5ed,4,BERGEN,167,Wyckoff Twp,55B,,Eastern Christian Middle School,Eastern Christian Middle School,577999.4912,787075.9953,PRIVATE
210,2f55255c-bbf3-41b1-8e36-20328f24d658,4,BERGEN,166,Wyckoff Twp,54B,,Saint Elizabeth School,St Elizabeth School,583016.9913,794825.8007,PRIVATE
211,127c571b-2699-49e9-b0ef-c3529a1a88ee,6,BURLINGTON,175,Chesterfield Twp,62B,,Meadow View Junior Academy,Meadow View Junior Academy,449473.5973,470777.6495,PRIVATE
212,bf472dfa-0141-49cf-bf54-cbf093f1304e,6,BURLINGTON,189,Florence Twp,74B,,Life Center Academy,Life Center Academy,411013.3087,454627.1714,PRIVATE
213,c2485e00-4e1b-42c5-b8d5-830c525e4442,6,BURLINGTON,214,Willingboro Twp,97B,,Cathedral Of Love School,Cathedral Of Love School,376772.2729,436348.68,PRIVATE
214,f43fa06c-b7fd-42f0-aa5b-f0dcfd2b58a2,8,CAMDEN,219,Camden City,03C,,"Camden Forward School, The",The Camden Forward School,331810.1436,406631.7916,PRIVATE
215,e926f578-3589-4f60-a15f-3d5d6eb1d03e,8,CAMDEN,264,Pennsauken Twp,43C,,Bishop Eustace Prep,Bishop Eustace Prep,333669.0126,400171.774,PRIVATE
216,19f69330-3963-413c-8bec-283f9ea2e4ac,8,CAMDEN,277,Voorhees Twp,55C,,Naudain Academy,Naudain Academy,372557.1606,374230.9079,PRIVATE
217,a6423833-42df-43b2-b030-22444d9005e9,10,CAPE MAY,286,Dennis Twp,62C,,Bishop Mchugh Regional School,Bishop Mchugh Regional School,420289.7656,120474.5936,PRIVATE
218,36ecf346-a620-4bf8-bbf3-dc61824340d3,14,ESSEX,384,Newark City,53D,,Perpetual Help Day Nursery,Our Lady Of Perpetual Help,583982.2141,700581.7598,PRIVATE
219,d144f4be-8bca-468b-ab3d-be12945a5c28,14,ESSEX,331,East Orange,04D,,Clark School,Clark School,569798.9902,706704.1967,PRIVATE
220,1658ddec-6c0d-4d0f-8e18-242f591de508,14,ESSEX,329,East Orange,03D,,Madrasatu Ahlis Sunnah,Madrasatu Ahlis,573633.5681,703820.234,PRIVATE
221,701ae957-d225-414c-9b12-187b6674bdba,14,ESSEX,348,Livingston Twp,20D,,"Joseph Kushner Hebrew Academy, Inc",Joseph Kushner Hebrew Academy,530819.5852,706996.9662,PRIVATE
222,0dd0a44d-adb9-4141-92bf-15eff98f556f,14,ESSEX,346,Livingston Twp,18D,,Newark Academy,Newark Academy,530582.5834,708607.6194,PRIVATE
223,60cade33-a3fd-4729-a5ea-75fb0510f8a9,14,ESSEX,353,Millburn Twp,24D,,B'Nai Jeshurun Early Childhood Cnt,B'Nai Jeshurun Early Childhood Center,544075.6781,700835.5953,PRIVATE
224,5a1ef30f-5e91-49d3-8b8b-67910833479c,14,ESSEX,391,Newark City,59D,,Saint Michael School,St Michael School,583106.7638,700677.3768,PRIVATE
225,e9a093a4-4188-442c-9bf0-664117f0bd19,14,ESSEX,397,Nutley Town,65D,,Abundant Life Academy,Abundant Life Academy,591437.6998,723443.9326,PRIVATE
226,fabeaccd-bbab-4ea0-84b9-130f75899559,14,ESSEX,404,South Orange-Maplewood,72D,,So Orange Country Day School,So Orange Country Day Sch,560865.8453,700302.0353,PRIVATE
227,7474e182-9f8f-4a6e-8484-233e887f52d2,18,HUDSON,463,Jersey City,26E,,Saint Dominic Academy,St Dominic Academy,610499.7355,689120.1538,PRIVATE
228,7c90154b-ac1d-40f2-b364-12e3247b8252,20,HUNTERDON,507,Flemington-Raritan Reg,68E,K-1,Saint Paul Christian School,St Paul Christian School,392353.9054,619446.4483,PRIVATE
229,4974fa23-eeb7-4022-a8e8-c1de91db3b78,22,MERCER,529,Hamilton Twp,89E,,Little Friends - Hamilton Day School,Little Friends-Hamilton Day School,441110.6527,511779.8805,PRIVATE
230,604e7bba-cc13-4313-89db-1613e1c814a1,22,MERCER,531,Hamilton Twp,90E,,Our Lady Of Sorrows School,Our Lady Of Sorrows School,438240.0709,511651.9579,PRIVATE
231,d790eaba-9026-461a-97bb-c14b048466ce,22,MERCER,532,Hamilton Twp,91E,,Saint Gregory The Great Academy,St Gregory The Great School,453437.7442,506286.6264,PRIVATE
232,85b6374c-3c85-42f0-89eb-86dd1f919d2b,22,MERCER,553,Princeton Regional,12F,,Princeton Day School,Princeton Day School,439380.1998,557155.9138,PRIVATE
233,bb36fee9-3e33-4846-8a2a-05f8cf16e26a,22,MIDDLESEX,557,W Windsor-Plainsboro Regional,15F,NURSERY/PRE-SCHOOL/PRE-K,Harmony School At Princeton,Harmony School At Princeton,460265.1941,553636.7768,PRIVATE
234,68f57ce4-9965-454b-8b3c-8bd4ba44562c,24,MIDDLESEX,583,Cranbury Twp,38F,,Montessori Preschool Academy,Montessori Preschool Academy,489874.3849,540323.3546,PRIVATE
235,676ef03d-8e40-44d0-9e1e-4949621db3f5,24,MIDDLESEX,585,East Brunswick Twp,40F,,Children'S Choice,Children'S Choice,519576.2251,588807.319,PRIVATE
236,4446364f-5aa2-4bcb-9992-0d3566ff03f3,24,MIDDLESEX,594,East Brunswick Twp,49F,,Unitarian Society Montessori,Unitarian Society Montessori,513576.6905,590503.5541,PRIVATE
237,dcf36cee-6511-45f7-9322-ccd2f2f57c19,24,MIDDLESEX,606,Edison Twp,59F,,New Friends Childcare,New Friends Childcare,519618.8707,607307.8306,PRIVATE
238,6d74e550-11c1-482e-a063-9d8b331b81fd,24,MIDDLESEX,609,Edison Twp,62F,,Plaza Child Care,Plaza Child Care,531274.6827,642628.1267,PRIVATE
239,af29f94b-0c57-4eeb-9d4f-a7114b619768,24,MIDDLESEX,595,Edison Twp,50F,,Rabbi Jacob Joseph School,Rabbi Jacob Joseph School,520487.1308,607427.8717,PRIVATE
240,93be009d-6f0c-4e4c-ac39-0d293da159b8,24,MIDDLESEX,612,Edison Twp,64F,,Saint Matthew School,Saint Matthew School,520485.2548,610920.0225,PRIVATE
241,f0a6e5f1-3cab-478f-89ac-363481975f23,24,MIDDLESEX,618,Highland Park,70F,PRESCHOOL,Children'S House Montessori School,Children'S House Montessori School,512477.7475,607761.6679,PRIVATE
242,afb4ace1-5c37-4899-be7d-f5257586c8d0,24,MIDDLESEX,621,Highland Park Boro,72F,FOUR-YEAR HIGH SCHOOL,Reenas Bais Yaakov,Reenas Bais Yaakov,515002.356,608739.057,PRIVATE
